"","state","numcol","yieldpercol","totalprod","stocks","priceperlb","prodvalue","year","yieldpercol_kg","price_per_kg","totalprod_kg","StateName","Region","FIPS","nCLOTHIANIDIN","nIMIDACLOPRID","nTHIAMETHOXAM","nACETAMIPRID","nTHIACLOPRID","nAllNeonic","nAllNeonic_kg"
"1483","SC",16000,34,544000,27000,3.06,1665000,2017,15.4221425516354,6.7461443604,246754.280826166,"South Carolina","South",45,NA,NA,NA,NA,NA,NA,NA
"1484","SC",16000,45,720000,36000,4.57,3290000,2016,20.4116592595174,10.0751240938,326586.548152279,"South Carolina","South",45,2473.2,9400.7,2362,34.4,0,14270.3,6472.90002513537
"1485","SC",4000,70,280000,8000,1.89,529000,2003,31.7514699592493,4.1667362226,127005.879836997,"South Carolina","South",45,0,625.6,264.9,0,0,890.5,403.924057124451
"1486","SC",5000,94,470000,14000,1.25,588000,2002,42.637688230992,2.755777925,213188.44115496,"South Carolina","South",45,0,295.5,476.3,0,0,771.8,350.082635922123
"1487","SC",7000,40,280000,67000,0.79,221000,2001,18.1436971195711,1.7416516486,127005.879836997,"South Carolina","South",45,0,631,0,0,0,631,286.216822061233
"1488","SC",9000,54,486000,19000,3.97,1929000,2014,24.4939911114209,8.7523506898,220445.920002788,"South Carolina","South",45,7144.3,5645.3,3728.9,18.6,0,16537.1,7501.10334090146
"1489","SD",225000,101,22725000,4091000,0.54,12272000,1991,45.8128352269169,1.1904960636,10307887.9260563,"South Dakota","Midwest",46,NA,NA,NA,NA,NA,NA,NA
"1490","SD",240000,65,15600000,8736000,0.74,11544000,1997,29.483507819303,1.6314205316,7076041.87663271,"South Dakota","Midwest",46,0,47,0,0,0,47,21.318844115496
"1491","SD",240000,85,20400000,3264000,0.53,10812000,1992,38.5553563790885,1.1684498402,9253285.53098124,"South Dakota","Midwest",46,NA,NA,NA,NA,NA,NA,NA
"1492","SD",240000,85,20400000,4896000,0.71,14484000,1995,38.5553563790885,1.5652818614,9253285.53098124,"South Dakota","Midwest",46,0,0.4,0,0,0,0.4,0.181436971195711
"1493","SD",240000,97,23280000,6751000,0.9,20952000,1996,43.9984655149598,1.984160106,10559631.7235904,"South Dakota","Midwest",46,0,0.7,0,0,0,0.7,0.317514699592493
"1494","SD",245000,98,24010000,4322000,0.52,12485000,1993,44.4520579429491,1.1464036168,10890754.1960225,"South Dakota","Midwest",46,NA,NA,NA,NA,NA,NA,NA
"1495","SD",260000,100,2.6e+07,8580000,0.52,13520000,1994,45.3592427989276,1.1464036168,11793403.1277212,"South Dakota","Midwest",46,NA,NA,NA,NA,NA,NA,NA
"1496","SD",215000,105,22575000,13545000,1.01,22801000,2004,47.627204938874,2.2266685634,10239849.0618579,"South Dakota","Midwest",46,5911.3,608.5,5271.8,0,0,11791.6,5348.58047387835
"1497","SD",215000,70,15050000,2709000,1.43,21522000,2003,31.7514699592493,3.1526099462,6826566.04123861,"South Dakota","Midwest",46,0,23.8,35.5,0,0,59.3,26.8980309797641
"1498","SD",220000,79,17380000,11818000,0.83,14425000,2005,35.8338018111528,1.8298365422,7883436.39845362,"South Dakota","Midwest",46,14632.9,2917.8,5778.2,0,0,23328.9,10581.812393319
"1499","SD",224000,104,23296000,13046000,0.6,13978000,1999,47.1736125108847,1.322773404,10566889.2024382,"South Dakota","Midwest",46,0,166.3,0,0,0,166.3,75.4324207746167
"1500","SD",225000,47,10575000,10575000,0.94,9941000,2006,21.318844115496,2.0723449996,4796739.9259866,"South Dakota","Midwest",46,9656.3,2415.1,7890.2,0,0,19961.6,9054.43061055074
"1501","SD",225000,51,11475000,2410000,1.42,16295000,2002,23.1332138274531,3.1305637228,5204973.11117695,"South Dakota","Midwest",46,0,14,26.1,0,0,40.1,18.18905636237
"1502","SD",225000,95,21375000,10901000,0.64,13680000,1998,43.0912806589813,1.4109582976,9695538.14827078,"South Dakota","Midwest",46,0,29.8,0,0,0,29.8,13.5170543540804
"1503","SD",225000,95,21375000,11970000,1.34,28643000,2008,43.0912806589813,2.9541939356,9695538.14827078,"South Dakota","Midwest",46,19030.9,8371.2,15456.4,0,0,42858.5,19440.2910749784
"1504","SD",235000,121,28435000,12796000,0.58,16492000,2000,54.8846837867024,1.2786809572,12897900.6898751,"South Dakota","Midwest",46,0,339.1,0,0,0,339.1,153.813192331164
"1505","SD",235000,65,15275000,12220000,0.71,10845000,2001,29.483507819303,1.5652818614,6928624.3375362,"South Dakota","Midwest",46,0,129.1,6.8,0,0,135.9,61.6432109637427
"1506","SD",250000,66,16500000,4290000,1.7,28050000,2011,29.9371002472922,3.747857978,7484275.06182306,"South Dakota","Midwest",46,56469.5,9590,31202.5,0,0,97262,44117.306731093
"1507","SD",255000,52,13260000,10608000,1.02,13525000,2007,23.5868062554424,2.2487147868,6014635.5951378,"South Dakota","Midwest",46,17259.9,5374.1,12813.5,0,0,35447.5,16078.7175911499
"1508","SD",255000,57,14535000,6541000,1.91,27762000,2017,25.8547683953887,4.2108286694,6592965.94082413,"South Dakota","Midwest",46,NA,NA,NA,NA,NA,NA,NA
"1509","SD",260000,63,16380000,3604000,1.95,31941000,2012,28.5763229633244,4.299013563,7429843.97046435,"South Dakota","Midwest",46,83387.2,23306,27449.5,0,0,134142.7,60846.1129900371
"1510","SD",265000,56,14840000,6381000,2.07,30719000,2013,25.4011759673995,4.5635682438,6731311.63136086,"South Dakota","Midwest",46,110271.7,41123.6,20578.9,0,0,171974.2,78006.1949295134
"1511","SD",265000,58,15370000,4765000,1.51,23209000,2010,26.308360823378,3.3289797334,6971715.61819518,"South Dakota","Midwest",46,25785.1,19213.3,24743.8,0,0,69742.2,31634.5338313137
"1512","SD",270000,66,17820000,6237000,1.42,25304000,2009,29.9371002472922,3.1305637228,8083017.06676891,"South Dakota","Midwest",46,25722.1,11245.6,30030.9,0,0,66998.6,30390.0576458823
"1513","SD",280000,71,19880000,12127000,1.76,34989000,2016,32.2050623872386,3.8801353184,9017417.46842681,"South Dakota","Midwest",46,0,903.900000000001,312,0,0,1215.9,551.523033192161
"1514","SD",280000,87,24360000,5846000,2.08,50669000,2014,39.462541235067,4.5856144672,11049511.5458188,"South Dakota","Midwest",46,99792.8,15470.3,33505.7,0,0,148768.8,67480.4012010511
"1515","SD",290000,66,19140000,9379000,1.79,34261000,2015,29.9371002472922,3.9462739886,8681759.07171475,"South Dakota","Midwest",46,0,2380.3,7602.5,0,0,9982.8,4528.12249013135
"1516","TN",5000,53,265000,87000,1.17,310000,1995,24.0403986834316,2.5794081378,120201.993417158,"Tennessee","South",47,0,397,0,0,0,397,180.076193911743
"1517","TN",5000,64,320000,90000,1.54,493000,1996,29.0299153913137,3.3951184036,145149.576956568,"Tennessee","South",47,0,241.1,0,0,0,241.1,109.361134388215
"1518","TN",6000,51,306000,107000,0.98,3e+05,1994,23.1332138274531,2.1605298932,138799.282964719,"Tennessee","South",47,NA,NA,NA,NA,NA,NA,NA
"1519","TN",7000,43,301000,66000,0.74,223000,1992,19.5044744035389,1.6314205316,136531.320824772,"Tennessee","South",47,NA,NA,NA,NA,NA,NA,NA
"1520","TN",7000,62,434000,148000,1.47,638000,1997,28.1227305353351,3.2407948398,196859.113747346,"Tennessee","South",47,0,1292.4,0,0,0,1292.4,586.222853933341
"1521","TN",8000,51,408000,86000,0.93,379000,1993,23.1332138274531,2.0502987762,185065.710619625,"Tennessee","South",47,NA,NA,NA,NA,NA,NA,NA
"1522","TN",14000,38,532000,106000,0.69,367000,1991,17.2365122635925,1.5211894146,241311.171690295,"Tennessee","South",47,NA,NA,NA,NA,NA,NA,NA
"1523","TN",6000,40,240000,46000,1.52,365000,2003,18.1436971195711,3.3510259568,108862.182717426,"Tennessee","South",47,0,1080.9,1378.5,0,0,2459.4,1115.56521739683
"1524","TN",6000,54,324000,91000,1.73,561000,2004,24.4939911114209,3.8139966482,146963.946668526,"Tennessee","South",47,1814.1,9368,4763.2,2195.6,2,18142.9,8229.48206176664
"1525","TN",6000,55,330000,69000,4.88,1610000,2016,24.9475835394102,10.7585570192,149685.501236461,"Tennessee","South",47,3974.5,3258.7,16149.1,474.9,0,23857.2,10821.4452730258
"1526","TN",6000,61,366000,59000,2.93,1072000,2012,27.6691381073459,6.4595434562,166014.828644075,"Tennessee","South",47,12711.3,9755,15320.4,37.4,2.1,37826.2,17157.677899608
"1527","TN",7000,41,287000,75000,4.68,1343000,2017,18.5972895475603,10.3176325512,130181.026832922,"Tennessee","South",47,NA,NA,NA,NA,NA,NA,NA
"1528","TN",7000,44,308000,68000,2.93,902000,2011,19.9580668315282,6.4595434562,139706.467820697,"Tennessee","South",47,8521.7,12683.9,13807.5,911,6.4,35930.5,16297.8027338687
"1529","TN",7000,45,315000,63000,3.55,1118000,2013,20.4116592595174,7.826409307,142881.614816622,"Tennessee","South",47,24363.6,11922.9,12578.1,14.2,3.9,48882.7,22172.8225796714
"1530","TN",7000,51,357000,86000,2.37,846000,2009,23.1332138274531,5.2249549458,161932.496792172,"Tennessee","South",47,4902.4,6533,16165.1,641.8,0.1,28242.4,12810.5387882443
"1531","TN",7000,55,385000,58000,1.84,708000,2006,24.9475835394102,4.0565051056,174633.084775871,"Tennessee","South",47,1644.2,5413.7,13435.6,1060.2,33.4,21587.1,9791.74510224731
"1532","TN",7000,55,385000,92000,1.67,643000,2005,24.9475835394102,3.6817193078,174633.084775871,"Tennessee","South",47,698.2,12633.2,4017.1,695.6,16,18060.1,8191.92460872913
"1533","TN",7000,59,413000,78000,4.04,1669000,2015,26.7619532513673,8.9066742536,187333.672759571,"Tennessee","South",47,958.2,5303.8,2472.5,580.7,11.3,9326.5,4230.42977964199
"1534","TN",7000,61,427000,149000,2.09,892000,2008,27.6691381073459,4.6076606906,193683.966751421,"Tennessee","South",47,3438,9691.3,5011.7,461.4,17.3,18619.7,8445.75493143193
"1535","TN",7000,63,441000,88000,3.76,1658000,2014,28.5763229633244,8.2893799984,200034.260743271,"Tennessee","South",47,24614.4,18828.9,7925.3,482.7,14.6,51865.9,23525.979510849
"1536","TN",7000,64,448000,121000,1.32,591000,1998,29.0299153913137,2.9101014888,203209.407739196,"Tennessee","South",47,0,2954.5,0,0,0,2954.5,1340.13882849432
"1537","TN",7000,65,455000,114000,1.99,905000,2007,29.483507819303,4.3871984566,206384.554735121,"Tennessee","South",47,2122.4,5452.4,10910.5,793.8,19.6,19298.7,8753.74419003665
"1538","TN",8000,51,408000,106000,1.3,530000,1999,23.1332138274531,2.866009042,185065.710619625,"Tennessee","South",47,0,3196.2,0,0,0,3196.2,1449.77211833933
"1539","TN",8000,59,472000,131000,1.39,656000,2001,26.7619532513673,3.0644250526,214095.626010938,"Tennessee","South",47,0,1793.7,463.2,0,0,2256.9,1023.712750729
"1540","TN",8000,61,488000,137000,1.4,683000,2002,27.6691381073459,3.086471276,221353.104858767,"Tennessee","South",47,0,2572.4,369.5,79.5,0,3021.4,1370.4841619268
"1541","TN",8000,63,504000,106000,2.5,1260000,2010,28.5763229633244,5.51155585,228610.583706595,"Tennessee","South",47,2765.5,10607.5,17264.6,326.5,6.4,30970.5,14047.9842910419
"1542","TN",9000,61,549000,104000,1.43,785000,2000,27.6691381073459,3.1526099462,249022.242966113,"Tennessee","South",47,0,3094.9,0,0,0,3094.9,1403.82320538401
"1543","TX",82000,83,6806000,1361000,0.85,5785000,1996,37.6481715231099,1.873928989,3087150.06489501,"Texas","South",48,0,3467.1,0,0,0,3467.1,1572.65030708162
"1544","TX",84000,106,8904000,1959000,0.67,5966000,1995,48.0807973668633,1.4770969678,4038786.97881652,"Texas","South",48,0,5934.9,0,0,0,5934.9,2692.02570087356
"1545","TX",94000,106,9964000,3188000,0.75,7473000,1997,48.0807973668633,1.653466755,4519594.95248515,"Texas","South",48,0,3650.3,0,0,0,3650.3,1655.74843988926
"1546","TX",103000,74,7622000,2058000,0.5,3811000,1994,33.5658396712064,1.10231117,3457281.48613426,"Texas","South",48,0,2050.5,0,0,0,2050.5,930.091273592011
"1547","TX",105000,82,8610000,2755000,0.51,4391000,1993,37.1945790951207,1.1243573934,3905430.80498767,"Texas","South",48,NA,NA,NA,NA,NA,NA,NA
"1548","TX",125000,85,10625000,1488000,0.52,5525000,1992,38.5553563790885,1.1464036168,4819419.54738606,"Texas","South",48,NA,NA,NA,NA,NA,NA,NA
"1549","TX",140000,78,10920000,1201000,0.54,5897000,1991,35.3802093831636,1.1904960636,4953229.3136429,"Texas","South",48,NA,NA,NA,NA,NA,NA,NA
"1550","TX",1e+05,72,7200000,792000,1.51,10872000,2010,32.6586548152279,3.3289797334,3265865.48152279,"Texas","South",48,16309.8,33072.3,21185.7,4883.5,0,75451.3,34224.1383619473
"1551","TX",105000,79,8295000,2986000,0.57,4728000,2000,35.8338018111528,1.2566347338,3762549.19017105,"Texas","South",48,0,8249.2,0,0,0,8249.2,3741.77465696914
"1552","TX",105000,82,8610000,1550000,0.96,8266000,2007,37.1945790951207,2.1164374464,3905430.80498767,"Texas","South",48,13963.4,28647.4,21783.1,5459.1,0,69853,31684.7918723349
"1553","TX",106000,59,6254000,1689000,2.1,13133000,2013,26.7619532513673,4.629706914,2836767.04464493,"Texas","South",48,49624,54520.1,37905.6,871.2,0,142920.9,64827.8380414126
"1554","TX",108000,81,8748000,2799000,0.64,5599000,1999,36.7409866671314,1.4109582976,3968026.56005019,"Texas","South",48,0,19112.6,0,0,0,19112.6,8669.33063918784
"1555","TX",114000,67,7638000,985000,1.14,8707000,2002,30.3906926752815,2.5132694676,3464538.96498209,"Texas","South",48,0,5253,1101.7,3255.2,0,9609.9,4358.97787373415
"1556","TX",116000,76,8816000,1411000,0.97,8552000,2004,34.473024527185,2.1384836698,3998870.84515346,"Texas","South",48,11383.1,44266.8,14481.7,9355.9,0,79487.5,36054.9281197976
"1557","TX",116000,78,9048000,2081000,2.24,20268000,2014,35.3802093831636,4.9383540416,4104104.28844697,"Texas","South",48,53455.1,63305.3,45239,2057.7,0,164057.1,74415.0583178795
"1558","TX",120000,66,7920000,2297000,2.11,16711000,2017,29.9371002472922,4.6517531374,3592452.02967507,"Texas","South",48,NA,NA,NA,NA,NA,NA,NA
"1559","TX",126000,66,8316000,1164000,2.1,17464000,2015,29.9371002472922,4.629706914,3772074.63115882,"Texas","South",48,0,27046.2,19475.6,897.9,0,47419.7,21509.2168575231
"1560","TX",133000,70,9310000,2607000,2.08,19365000,2016,31.7514699592493,4.5856144672,4222945.50458016,"Texas","South",48,0,13523.5,6855.40000000001,2400.9,0,22779.8,10332.7447911101
"1561","TX",140000,67,9380000,1126000,1.4,13132000,2003,30.3906926752815,3.086471276,4254696.97453941,"Texas","South",48,0,4280.2,551.1,3570.8,0,8402.1,3811.1289392087
"1562","TX",77000,64,4928000,1380000,1.34,6604000,2008,29.0299153913137,2.9541939356,2235303.48513115,"Texas","South",48,17196.3,14089.8,16558.7,4167.2,0,52012,23592.2493645782
"1563","TX",78000,58,4524000,633000,1.78,8053000,2011,26.308360823378,3.9242277652,2052052.14422349,"Texas","South",48,15317.7,48437.8,31178.1,1468.2,0,96401.8,43727.1265245366
"1564","TX",82000,70,5740000,976000,0.89,5109000,2006,31.7514699592493,1.9621138826,2603620.53665845,"Texas","South",48,9881.7,19838.6,13792.6,1880.9,0,45393.8,20590.2839576596
"1565","TX",84000,71,5964000,954000,0.86,5129000,2005,32.2050623872386,1.8959752124,2705225.24052804,"Texas","South",48,28128.1,11748.1,22322.6,8186.8,0,70385.6,31926.375199482
"1566","TX",89000,63,5607000,1065000,1.39,7794000,2009,28.5763229633244,3.0644250526,2543292.74373587,"Texas","South",48,27530.7,17772.8,20451.6,1747.8,0,67502.9,30618.8043073173
"1567","TX",91000,77,7007000,1612000,0.62,4344000,1998,34.9266169551743,1.3668658508,3178322.14292086,"Texas","South",48,0,6069.7,0,0,0,6069.7,2753.16996016651
"1568","TX",92000,52,4784000,718000,2,9568000,2012,23.5868062554424,4.40924468,2169986.1755007,"Texas","South",48,34068.6,41223.7,51258.9,372.5,0,126923.7,57571.6292523825
"1569","TX",97000,79,7663000,1533000,0.65,4981000,2001,35.8338018111528,1.433004521,3475878.77568182,"Texas","South",48,0,18478.4,406.8,0,0,18885.2,8566.18372106308
"1570","UT",32000,33,1056000,232000,0.65,686000,1995,14.9685501236461,1.433004521,478993.603956676,"Utah","West",49,0,646.9,0,0,0,646.9,293.428941666263
"1571","UT",32000,52,1664000,699000,0.75,1248000,1997,23.5868062554424,1.653466755,754777.800174156,"Utah","West",49,0,141.6,0,0,0,141.6,64.2286878032815
"1572","UT",34000,46,1564000,328000,0.85,1329000,1996,20.8652516875067,1.873928989,709418.557375228,"Utah","West",49,0,113.2,0,0,0,113.2,51.3466628483861
"1573","UT",42000,53,2226000,445000,0.55,1224000,1993,24.0403986834316,1.212542287,1009696.74470413,"Utah","West",49,NA,NA,NA,NA,NA,NA,NA
"1574","UT",43000,59,2537000,1218000,0.53,1345000,1994,26.7619532513673,1.1684498402,1150763.98980879,"Utah","West",49,NA,NA,NA,NA,NA,NA,NA
"1575","UT",45000,34,1530000,199000,0.55,842000,1991,15.4221425516354,1.212542287,693996.414823593,"Utah","West",49,NA,NA,NA,NA,NA,NA,NA
"1576","UT",47000,56,2632000,632000,0.58,1527000,1992,25.4011759673995,1.2786809572,1193855.27046778,"Utah","West",49,NA,NA,NA,NA,NA,NA,NA
"1577","UT",22000,59,1298000,208000,1.3,1687000,2002,26.7619532513673,2.866009042,588762.971530081,"Utah","West",49,0,44,1.4,0.5,0,45.9,20.8198924447078
"1578","UT",23000,38,874000,315000,0.65,568000,2001,17.2365122635925,1.433004521,396439.782062627,"Utah","West",49,0,11.6,0,0,0,11.6,5.26167216467561
"1579","UT",23000,39,897000,170000,1.75,1570000,2011,17.6901046915818,3.858089095,406872.407906381,"Utah","West",49,141.7,297,188,0,0,626.7,284.26637462088
"1580","UT",24000,41,984000,462000,0.6,590000,2000,18.5972895475603,1.322773404,446334.949141448,"Utah","West",49,0,88.7,0,0,0,88.7,40.2336483626488
"1581","UT",24000,45,1080000,346000,0.95,1026000,2005,20.4116592595174,2.094391223,489879.822228418,"Utah","West",49,76.6,25.4,11.4,40.6,0,154,69.8532339103486
"1582","UT",24000,70,1680000,554000,1.1,1848000,2004,31.7514699592493,2.425084574,762035.279021984,"Utah","West",49,100.3,39.9,0.9,37.9,0,179,81.1930446100805
"1583","UT",25000,38,950000,209000,1.87,1777000,2012,17.2365122635925,4.1226437758,430912.806589813,"Utah","West",49,700.6,636.4,196.2,0,0,1533.2,695.447910593159
"1584","UT",25000,57,1425000,157000,1.28,1824000,2003,25.8547683953887,2.8219165952,646369.209884719,"Utah","West",49,0,45.7,1.7,12.2,0,59.6,27.0341087081609
"1585","UT",26000,30,780000,195000,1.53,1193000,2010,13.6077728396783,3.3730721802,353802.093831636,"Utah","West",49,155.4,256.4,157.1,26.9,0,595.8,270.250368596011
"1586","UT",26000,38,988000,198000,1.46,1442000,2009,17.2365122635925,3.2187486164,448149.318853405,"Utah","West",49,80.9,148.3,91,20.7,0,340.9,154.629658701544
"1587","UT",26000,45,1170000,433000,0.68,796000,1999,20.4116592595174,1.4991431912,530703.140747453,"Utah","West",49,0,19.8,0,0,0,19.8,8.98113007418767
"1588","UT",26000,50,1300000,299000,0.98,1274000,2006,22.6796213994638,2.1605298932,589670.156386059,"Utah","West",49,48.3,12.3,50.8,19.4,0,130.8,59.3298895809973
"1589","UT",27000,31,837000,67000,2.06,1724000,2017,14.0613652676676,4.5415220204,379656.862227024,"Utah","West",49,NA,NA,NA,NA,NA,NA,NA
"1590","UT",27000,42,1134000,147000,1.92,2177000,2015,19.0508819755496,4.2328748928,514373.813339839,"Utah","West",49,0,220.3,0.3,3.2,0,223.8,101.513985384
"1591","UT",28000,42,1176000,270000,1.13,1329000,2007,19.0508819755496,2.4912232442,533424.695315389,"Utah","West",49,11.9,17.7,6.5,8.7,0,44.8,20.3209407739196
"1592","UT",28000,48,1344000,242000,1.57,2110000,2008,21.7724365434853,3.4612570738,609628.223217587,"Utah","West",49,150.2,68,39.7,25.1,0,283,128.366657120965
"1593","UT",29000,28,812000,130000,2.13,1730000,2014,12.7005879836997,4.6958455842,368317.051527292,"Utah","West",49,892.3,434.2,413.5,11.5,0,1751.5,794.467137623218
"1594","UT",30000,34,1020000,92000,2.09,2132000,2013,15.4221425516354,4.6076606906,462664.276549062,"Utah","West",49,536.7,554.5,527.2,21.3,0,1639.7,743.755504174016
"1595","UT",30000,58,1740000,557000,0.65,1131000,1998,26.308360823378,1.433004521,789250.824701341,"Utah","West",49,0,61.6,0,0,0,61.6,27.9412935641394
"1596","UT",31000,32,992000,169000,1.93,1915000,2016,14.5149576956568,4.2549211162,449963.688565362,"Utah","West",49,0,87.4,8.1,0,0,95.5,43.3180768729759
"1597","VA",7000,50,350000,119000,1.48,518000,1996,22.6796213994638,3.2628410632,158757.349796247,"Virginia","South",51,0,756.3,0,0,0,756.3,343.05195328829
"1598","VA",8000,53,424000,157000,1.45,615000,1997,24.0403986834316,3.196702393,192323.189467453,"Virginia","South",51,0,1444.6,0,0,0,1444.6,655.259621473309
"1599","VA",9000,45,405000,97000,0.67,271000,1995,20.4116592595174,1.4770969678,183704.933335657,"Virginia","South",51,0,1347.7,0,0,0,1347.7,611.306515201148
"1600","VA",10000,54,540000,59000,0.81,437000,1993,24.4939911114209,1.7857440954,244939.911114209,"Virginia","South",51,NA,NA,NA,NA,NA,NA,NA
"1601","VA",11000,52,572000,109000,0.65,372000,1994,23.5868062554424,1.433004521,259454.868809866,"Virginia","South",51,NA,NA,NA,NA,NA,NA,NA
"1602","VA",13000,38,494000,84000,0.71,351000,1992,17.2365122635925,1.5652818614,224074.659426703,"Virginia","South",51,NA,NA,NA,NA,NA,NA,NA
"1603","VA",16000,33,528000,58000,0.72,380000,1991,14.9685501236461,1.5873280848,239496.801978338,"Virginia","South",51,NA,NA,NA,NA,NA,NA,NA
"1604","VA",4000,40,160000,21000,4.07,651000,2011,18.1436971195711,8.9728129238,72574.7884782842,"Virginia","South",51,3086.9,4546.1,5719.8,838.4,9.3,14200.5,6441.23927366172
"1605","VA",4000,41,164000,23000,3.77,618000,2012,18.5972895475603,8.3114262218,74389.1581902413,"Virginia","South",51,6663.5,2546.8,3471.1,628.5,14.8,13324.7,6043.98302522871
"1606","VA",5000,35,175000,39000,5.73,1003000,2017,15.8757349796247,12.6324860082,79378.6748981234,"Virginia","South",51,NA,NA,NA,NA,NA,NA,NA
"1607","VA",5000,35,175000,42000,4.5,788000,2013,15.8757349796247,9.92080053,79378.6748981234,"Virginia","South",51,2191.6,8739.3,4279.2,309.2,10.8,15530.1,7044.33576591626
"1608","VA",5000,37,185000,37000,3.32,614000,2010,16.7829198356032,7.3193461688,83914.5991780161,"Virginia","South",51,3070.4,2374.8,1349.2,836,70.1,7700.5,3492.88849173142
"1609","VA",5000,38,190000,30000,5.85,1112000,2016,17.2365122635925,12.897040689,86182.5613179625,"Virginia","South",51,4225.6,3238.6,1000.9,1306.8,0,9771.90000000001,4432.45984706841
"1610","VA",6000,37,222000,69000,1.68,373000,2003,16.7829198356032,3.7037655312,100697.519013619,"Virginia","South",51,0,958.7,234.2,13.2,0,1206.1,547.077827397866
"1611","VA",6000,38,228000,50000,5.53,1261000,2015,17.2365122635925,12.1915615402,103419.073581555,"Virginia","South",51,141,4370.8,400.5,1568.8,23.1,6504.2,2950.25587012785
"1612","VA",6000,39,234000,56000,3.45,807000,2009,17.6901046915818,7.605947073,106140.628149491,"Virginia","South",51,3954.9,1283.8,3659.6,486.1,177.4,9561.8,4337.16007794786
"1613","VA",6000,41,246000,57000,4.68,1151000,2014,18.5972895475603,10.3176325512,111583.737285362,"Virginia","South",51,5310.4,12277.3,3840.9,751.3,29.7,22209.6,10074.1063886706
"1614","VA",6000,42,252000,45000,2.42,610000,2008,19.0508819755496,5.3351860628,114305.291853298,"Virginia","South",51,5303.8,1061.8,1514.2,481,0,8360.8,3792.39557193274
"1615","VA",6000,46,276000,63000,2.43,671000,2007,20.8652516875067,5.3572322862,125191.51012504,"Virginia","South",51,2899.7,1890.4,2715.4,710.4,25.8,8241.7,3738.37271375922
"1616","VA",7000,35,245000,86000,1.17,287000,1999,15.8757349796247,2.5794081378,111130.144857373,"Virginia","South",51,0,835.5,0,0,0,835.5,378.97647358504
"1617","VA",7000,38,266000,69000,2.1,559000,2004,17.2365122635925,4.629706914,120655.585845148,"Virginia","South",51,1319.2,1480.5,616.5,132.8,0,3549,1609.79952693394
"1618","VA",7000,42,294000,103000,1.5,441000,2000,19.0508819755496,3.30693351,133356.173828847,"Virginia","South",51,0,1660,0,0,0,1660,752.963430462199
"1619","VA",8000,37,296000,59000,2.2,651000,2005,16.7829198356032,4.850169148,134263.358684826,"Virginia","South",51,1038.9,1388.6,437,1041.6,20.9,3927,1781.25746471389
"1620","VA",8000,37,296000,86000,1.33,394000,1998,16.7829198356032,2.9321477122,134263.358684826,"Virginia","South",51,0,2842.2,0,0,0,2842.2,1289.20039883112
"1621","VA",8000,38,304000,79000,1.9,578000,2002,17.2365122635925,4.188782446,137892.09810874,"Virginia","South",51,0,3070,250.8,0,0,3320.8,1506.28973486679
"1622","VA",8000,42,336000,114000,2.2,739000,2006,19.0508819755496,4.850169148,152407.055804397,"Virginia","South",51,2827.3,3115.1,1173,1046.9,61.2,8223.5,3730.11733156981
"1623","VA",9000,52,468000,94000,1.26,590000,2001,23.5868062554424,2.7778241484,212281.256298981,"Virginia","South",51,0,1708.9,0,0,0,1708.9,775.144100190874
"1624","VT",4000,83,332000,93000,1.01,335000,1996,37.6481715231099,2.2266685634,150592.68609244,"Vermont","Northeast",50,0,510.2,0,0,0,510.2,231.422856760129
"1625","VT",5000,63,315000,249000,0.83,261000,1997,28.5763229633244,1.8298365422,142881.614816622,"Vermont","Northeast",50,0,68.3,0,0,0,68.3,30.9803628316676
"1626","VT",5000,67,335000,131000,0.86,288000,1995,30.3906926752815,1.8959752124,151953.463376408,"Vermont","Northeast",50,0,10.4,0,0,0,10.4,4.71736125108847
"1627","VT",5000,77,385000,189000,0.87,335000,1994,34.9266169551743,1.9180214358,174633.084775871,"Vermont","Northeast",50,NA,NA,NA,NA,NA,NA,NA
"1628","VT",6000,63,378000,2e+05,0.75,284000,1992,28.5763229633244,1.653466755,171457.937779946,"Vermont","Northeast",50,NA,NA,NA,NA,NA,NA,NA
"1629","VT",6000,75,450000,198000,0.8,360000,1991,34.0194320991957,1.763697872,204116.592595174,"Vermont","Northeast",50,NA,NA,NA,NA,NA,NA,NA
"1630","VT",6000,82,492000,216000,0.67,330000,1993,37.1945790951207,1.4770969678,223167.474570724,"Vermont","Northeast",50,NA,NA,NA,NA,NA,NA,NA
"1631","VT",3000,51,153000,46000,3.89,595000,2013,23.1332138274531,8.5759809026,69399.6414823593,"Vermont","Northeast",50,1389.4,114.2,245,135.6,94.3,1978.5,897.432618776783
"1632","VT",3000,58,174000,61000,4.89,851000,2014,26.308360823378,10.7806032426,78925.0824701341,"Vermont","Northeast",50,1517.8,209.5,176,50.7,57,2011,912.174372686435
"1633","VT",4000,43,172000,43000,2.31,397000,2011,19.5044744035389,5.0926776054,78017.8976141555,"Vermont","Northeast",50,359.3,75.9,130.6,50.6,129.3,745.7,338.243873551603
"1634","VT",4000,60,240000,53000,2.39,574000,2012,27.2155456793566,5.2690473926,108862.182717426,"Vermont","Northeast",50,510,72.9,80.6,42.2,93.8,799.5,362.647146177426
"1635","VT",4000,65,260000,73000,3.1,806000,2010,29.483507819303,6.834329254,117934.031277212,"Vermont","Northeast",50,304,113.1,188.7,155.7,81.7,843.2,382.469135280558
"1636","VT",5000,49,245000,69000,2.01,492000,2009,22.2260289714745,4.4312909034,111130.144857373,"Vermont","Northeast",50,229.7,85.6,146.8,22.8,149.8,634.7,287.895114044794
